Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
-0.5515060660898593,-0.4745366603308504,0.7029239476119117,-0.7504278832676147,-0.23443886850227633,0,False,True,False
-0.6014948870909879,-0.6093422978475319,0.11207598903273659,-0.5296840904910092,-0.2030150359721274,0,False,False,True
-0.6014948870909879,-0.5419394790892103,-0.48434600689152507,0.8650153275066326,-0.15587928717690397,0,False,False,True
-0.5515060660898593,-0.5419394790892103,0.23470481062464085,-0.32900791523955,-0.10874353838168058,0,False,False,True
-0.6014948870909879,-0.6093422978475319,-0.5568084923776504,-0.07816269617522592,-0.06160778958645716,0,False,True,False
-0.5515060660898593,-0.5419394790892103,-0.8912507330828439,1.0757253115206649,-0.03018395705630821,0,True,False,False
-0.6014948870909879,-0.6093422978475319,-1.0528978160903542,1.2563338692469779,0.048375624269064145,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.9860093679493154,0.5439334471042974,0.07979945679921309,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.952565143878796,1.0857591202832373,0.11122328932936203,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.952565143878796,0.9151843713194974,0.14264712185951098,0,False,False,True
-0.6014948870909879,-0.5419394790892103,-0.9302689944984498,0.8549815187440594,0.1897828706547344,0,True,False,False
-0.6014948870909879,-0.6093422978475319,-0.3728652599897939,0.7546434311183298,0.26834245198010676,0,False,False,True
-0.6014948870909879,-0.6093422978475319,-0.27810662512332246,0.9151843713194974,0.3154782007753302,0,False,True,False
-0.651483708092145,-0.6767451166058918,1.695102595037319,-1.4226930703600031,0.3469020333054791,0,False,False,True
-0.6014948870909879,-0.6093422978475319,-0.6738632766244681,0.634237725967454,0.3940377821007025,0,False,True,False
-0.6014948870909879,-0.5419394790892103,-0.6348450152088623,1.3968071919229992,0.42546161463085147,0,True,False,False
-0.5515060660898593,-0.5419394790892103,-0.7073075006949875,0.41349393319084915,0.5040211959562239,0,False,False,True
-0.5515060660898593,-0.6093422978475319,7.369472612335435,-3.549860528025471,0.5511569447514473,1,False,True,False
-0.5515060660898593,-0.6093422978475319,-0.8689545837024977,1.497145279548729,0.5825807772815962,0,False,True,False
-0.6014948870909879,-0.6767451166058918,-0.23351432636263,0.3833925069031298,0.6140046098117451,0,True,False,False
-0.651483708092145,-0.6767451166058918,0.14552021310325594,-0.4895488554407176,0.6925641911371175,0,False,True,False
-0.651483708092145,-0.6767451166058918,0.8478489185841622,-0.9912392935693657,0.7239880236672664,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.14990376618633164,0.07234443526336852,0.7554118561974154,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.34499507326436113,0.24291918422710848,0.7868356887275643,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.1443297288412451,0.0322092002130761,0.8182595212577133,0,False,True,False
-0.6014948870909879,-0.6767451166058918,0.6806277982315655,-1.0514421461448036,0.8496833537878622,0,False,False,True
-0.6014948870909879,-0.6093422978475319,-0.8968247704279304,1.4469762357358642,0.8968191025830856,0,False,True,False
-0.6014948870909879,-0.6093422978475319,-0.8132142102516321,1.266367678009551,0.9282429351132345,0,False,True,False
-0.6014948870909879,-0.6767451166058918,0.29601922142059306,-0.17850078380095555,0.9596667676433835,0,False,False,True
-0.6014948870909879,-0.6767451166058918,1.6170660722061072,-1.7136735244746193,1.0068025164386067,0,False,True,False
-0.5515060660898593,-0.6767451166058918,1.5223074373396357,-1.4126592615974305,1.0382263489687558,0,False,False,True
-0.5015172450887023,-0.6093422978475319,-0.08858935539037949,-0.13836554875066384,1.085362097763979,0,False,True,False
-0.5015172450887023,-0.6093422978475319,-0.8076401729065456,0.5138320208165789,1.116785930294128,0,False,True,False
-0.5515060660898593,-0.7441479353642516,0.7809604704431236,-1.1317126162453874,1.1482097628242771,0,False,False,True
-0.6014948870909879,-0.7441479353642516,-0.40630948406031325,0.41349393319084915,1.1953455116195004,0,True,False,False
-0.6014948870909879,-0.7441479353642516,-0.06629320601003326,-0.7604616920301878,1.2739050929448728,0,False,True,False
-0.5515060660898593,-0.6767451166058918,-0.7184555753851606,2.5807966259066095,1.3053289254750218,1,False,True,False
-0.5515060660898593,-0.6767451166058918,2.1465996199893307,-1.743774950762338,1.3367527580051708,0,False,False,True
-0.5515060660898593,-0.6093422978475319,-0.48434600689152507,0.5539672558668706,1.383888506800394,0,False,True,False
-0.5515060660898593,-0.6093422978475319,-0.9469911065337094,0.4435953594785677,1.4153123393305431,0,False,True,False
-0.5015172450887023,-0.6093422978475319,0.29601922142059306,-0.49958266420329067,1.446736171860692,0,False,True,False
-0.5515060660898593,-0.6767451166058918,0.34618555752637203,-0.7704955007927609,1.478160004390841,0,False,True,False
-0.6014948870909879,-0.7441479353642516,-0.8912507330828439,0.6743729610177464,1.50958383692099,0,False,True,False
-0.6014948870909879,-0.7441479353642516,-0.43417967078574604,0.7947786661686215,1.5410076694511388,0,False,True,False
-0.6014948870909879,-0.7441479353642516,-0.46762389485626543,0.13254728783880573,1.5724315019812878,1,False,True,False
-0.6014948870909879,-0.7441479353642516,-0.7853440235261993,1.1559957816212483,-1.6956470811542024,0,False,True,False
-0.6014948870909879,-0.7441479353642516,-0.7630478741458531,-0.20860221008867488,-1.6642232486240534,0,False,True,False
-0.6014948870909879,-0.8115507541225733,-0.5233642683071311,0.9954548414200808,-1.6327994160939043,0,True,False,False
-0.5515060660898593,-0.7441479353642516,-0.4954940815816982,0.7546434311183298,-1.554239834768532,0,False,True,False
-0.5515060660898593,-0.7441479353642516,-0.4787719695464385,0.08237824402594092,-1.522816002238383,0,False,True,False
-0.5015172450887023,-0.6767451166058918,-0.3895873720250536,0.012141582687930603,-1.4913921697082342,0,False,True,False
-0.5515060660898593,-0.7441479353642516,-0.6515671272441219,0.7646772398809029,-1.4599683371780852,0,False,True,False
-0.5015172450887023,-0.6767451166058918,1.4777151385789433,-1.3223549827342735,-1.4285445046479364,0,False,False,True
-0.5015172450887023,-0.6767451166058918,-0.5735306044129101,0.3934263156657029,-1.3814087558527128,0,True,False,False
-0.5015172450887023,-0.6767451166058918,0.028465428856438223,-0.8206645446056253,-1.3028491745273405,0,False,True,False
-0.5015172450887023,-0.6767451166058918,-0.6682892392793816,0.523865829579152,-1.2714253419971915,0,False,False,True
-0.5515060660898593,-0.7441479353642516,-0.28925469981349555,-0.04806126988750732,-1.2242895932019682,0,False,False,True
-0.5515060660898593,-0.7441479353642516,1.1934392339795288,-1.4226930703600031,-1.1771538444067446,0,False,True,False
-0.5515060660898593,-0.7441479353642516,1.6226401095511938,-1.51299734922316,-1.1457300118765958,0,False,True,False
-0.5515060660898593,-0.7441479353642516,1.0485142630072783,-1.2922535564465545,-1.1143061793464468,0,False,False,True
-0.45152842408754523,-0.6767451166058918,-0.4954940815816982,0.3031220368025464,-1.0671704305512235,0,False,True,False
-0.5015172450887023,-0.7441479353642516,0.46324034177318973,-0.8106307358430526,-1.0357465980210745,0,False,True,False
-0.5015172450887023,-0.6767451166058918,-1.0473237787452676,1.2262324429592593,-1.0043227654909255,0,False,False,True
-0.5015172450887023,-0.6767451166058918,0.20126058655412152,-0.46948123791557206,-0.957187016695702,0,False,False,True
-0.5515060660898593,-0.7441479353642516,1.1767171219442691,-1.0113069110945119,-0.9100512679004786,0,False,False,True
-0.5515060660898593,-0.8115507541225733,-0.05514513131986014,-0.7303602657424685,-0.8629155191052552,0,False,True,False
-0.6014948870909879,-0.8115507541225733,-0.08858935539037949,0.4435953594785677,-0.8314916865751062,0,False,True,False
-0.6014948870909879,-0.7441479353642516,1.745268931143098,-1.502963540460587,-0.8000678540449573,0,False,True,False
-0.6014948870909879,-0.8115507541225733,2.52006012211013,-1.9344173172512245,-0.7686440215148084,0,False,True,False
-0.6014948870909879,-0.8115507541225733,0.08977983965239036,0.06231062650079542,-0.7372201889846595,0,False,True,False
-0.6014948870909879,-0.8115507541225733,-0.5456604176874773,0.05227681773822231,-0.7057963564545104,0,False,False,True
-0.6014948870909879,-0.8789535728809331,-0.4954940815816982,0.3432572718528381,-0.658660607659287,0,False,True,False
-0.6014948870909879,-0.8789535728809331,0.29044518407550646,-0.890901205943636,-0.6272367751291381,0,False,True,False
-0.6014948870909879,-0.8789535728809331,-0.5233642683071311,0.8549815187440594,-0.5958129425989892,0,False,True,False
-0.6014948870909879,-0.8115507541225733,-0.23351432636263,0.6844067697803188,-0.5643891100688402,0,False,False,True
-0.5515060660898593,-0.8115507541225733,0.4576663044281032,-0.7303602657424685,-0.5172533612736168,0,True,False,False
-0.5515060660898593,-0.8789535728809331,0.18453847451886185,-0.5898869430664472,-0.43869377994824443,0,False,True,False
-0.6014948870909879,-0.9463563916392547,1.8567496780448292,-1.753808759524911,-0.4072699474180955,0,False,True,False
-0.651483708092145,-0.9463563916392547,-0.22236625167245688,0.3532910806154112,-0.37584611488794656,0,True,False,False
-0.6014948870909879,-0.8789535728809331,-0.22794028901754346,-0.04806126988750732,-0.29728653356257423,0,False,False,True
-0.6014948870909879,-0.9463563916392547,-0.29482873715858215,0.19275014041424365,-0.2501507847673508,0,False,False,True
-0.6014948870909879,-0.9463563916392547,0.7865345077882101,-1.0614759549073767,-0.2030150359721274,0,False,True,False
-0.6014948870909879,-0.9463563916392547,-0.6014007911383429,0.5740348733920168,-0.17159120344197845,0,False,True,False
-0.5515060660898593,-0.8789535728809331,0.1399461757581694,-0.5898869430664472,-0.1401673709118295,0,False,True,False
-0.6014948870909879,-0.9463563916392547,0.33503748283619894,-0.7002588394547499,-0.10874353838168058,0,False,True,False
-0.6014948870909879,-0.9463563916392547,0.9370335161055471,-1.1919154688208249,-0.07731970585153163,0,False,False,True
-0.651483708092145,-1.0137592103976147,-0.4007354467152267,0.07234443526336852,-0.03018395705630821,0,False,True,False
-0.5515060660898593,-0.8789535728809331,-0.5902527164481698,0.47369678576628704,0.0012398754738407313,0,False,True,False
-0.5515060660898593,-0.8789535728809331,0.10650195168765005,0.12251347907623333,0.03266370800398967,0,False,True,False
-0.5015172450887023,-0.8115507541225733,-1.2758593098938165,1.0757253115206649,0.06408754053413862,0,False,True,False
-0.5515060660898593,-0.8789535728809331,0.03961350354661135,0.3432572718528381,0.09551137306428756,0,False,True,False
-0.5515060660898593,-0.8789535728809331,1.0485142630072783,-1.0614759549073767,0.12693520559443652,0,False,True,False
-0.5515060660898593,-0.9463563916392547,0.11765002637782315,-0.7805293095553333,0.15835903812458546,0,False,True,False
-0.5015172450887023,-0.9463563916392547,-1.1699526003371719,2.059038570252815,0.1897828706547344,0,False,True,False
-0.5515060660898593,-0.9463563916392547,-0.7017334633499009,0.6543053434926002,0.22120670318488334,0,False,True,False
-0.5015172450887023,-0.9463563916392547,0.26814903469516027,-0.13836554875066384,0.2526305357150323,0,False,True,False
-0.5515060660898593,-1.0137592103976147,0.11207598903273659,-0.5698193255413017,0.2840543682451812,0,False,True,False
-0.6014948870909879,-1.0811620291559747,-0.36729122264470737,0.11247967031366023,0.3154782007753302,0,False,True,False
-0.6014948870909879,-1.0811620291559747,1.104254636458144,-1.232050703871117,0.3469020333054791,0,False,True,False
-0.651483708092145,-1.0811620291559747,-0.5456604176874773,0.3231896543276926,0.37832586583562805,0,False,False,True
-0.651483708092145,-1.0811620291559747,-0.6069748284834294,0.9653534151323622,0.42546161463085147,0,False,False,True
-0.6014948870909879,-1.0811620291559747,-0.9469911065337094,1.3065029130598427,0.4725973634260749,0,False,True,False
-0.6014948870909879,-1.0137592103976147,0.9593296654858934,-1.1517802337705332,0.5040211959562239,0,False,False,True
-0.651483708092145,-1.0137592103976147,-0.662715201934295,0.5740348733920168,0.5511569447514473,0,True,False,False
-0.651483708092145,-0.9463563916392547,-1.3483217953799416,1.5372805145990207,0.6297165260768196,0,False,True,False
-0.6014948870909879,-0.9463563916392547,-0.5010681189267848,0.945285797607216,0.6611403586069685,0,True,False,False
-0.6014948870909879,-0.9463563916392547,-1.5099688783874519,1.5874495584118855,0.7396999399323408,0,False,True,False
-0.6014948870909879,-0.9463563916392547,-0.1554778035314182,-0.3892107678149879,0.7711237724624899,0,False,True,False
-0.651483708092145,-1.0137592103976147,0.028465428856438223,-0.47951504667814443,0.8025476049926388,0,False,True,False
-0.7014725290932735,-1.0811620291559747,1.3327901676066929,-1.1818816600582522,0.8339714375227877,0,False,False,True
-0.7014725290932735,-1.0811620291559747,-0.7351776874204202,1.0556576939955187,0.8811071863180111,0,True,False,False
-0.7014725290932735,-1.0811620291559747,-0.8243622849418052,0.24291918422710848,0.9596667676433835,0,False,False,True
-0.7514613500944305,-1.0811620291559747,-0.1443297288412451,-0.640055986879312,1.0068025164386067,0,False,True,False
-0.7514613500944305,-1.0811620291559747,0.40749996832232416,-0.3892107678149879,1.0382263489687558,0,True,False,False
-0.8014501710955876,-1.0811620291559747,-0.13318165415107197,0.012141582687930603,1.116785930294128,0,False,True,False
-0.8514389920967161,-1.1485648479142962,-0.8912507330828439,0.8048124749311946,1.1482097628242771,0,False,False,True
-0.8014501710955876,-1.1485648479142962,-0.36729122264470737,-0.007926034837215608,1.1953455116195004,0,False,True,False
-0.8014501710955876,-1.1485648479142962,-0.6515671272441219,0.2730206105148278,1.2267693441496494,0,False,True,False
-0.8014501710955876,-1.215967666672656,-0.42303159609557295,-0.23870363637639347,1.2581931766797982,0,False,False,True
-0.8014501710955876,-1.215967666672656,0.2514269226599006,0.10244586155108712,1.3053289254750218,0,False,False,True
-0.8014501710955876,-1.215967666672656,1.734120856452925,-1.3022873652091276,1.352464674270245,0,False,True,False
-0.8014501710955876,-1.215967666672656,-0.0607191686649467,-0.37917695905241483,1.383888506800394,0,False,True,False
-0.8014501710955876,-1.215967666672656,2.497763972729784,-2.024721596114381,1.4153123393305431,0,True,False,False
-0.8014501710955876,-1.2833704854309778,-0.24466240105280312,0.6041362996797354,1.4938719206559155,0,False,False,True
-0.8014501710955876,-1.215967666672656,-0.3394210359192746,0.3532910806154112,1.5410076694511388,0,True,False,False
-0.8014501710955876,-1.215967666672656,-0.22236625167245688,0.002107773925357498,1.619567250776511,0,False,False,True
-0.8014501710955876,-1.215967666672656,-0.3784392973348805,0.704474387305465,1.6667029995717346,0,False,True,False
-0.8014501710955876,-1.215967666672656,-1.43193235555624,2.079106187777961,1.6981268321018836,1,False,True,False
-0.8514389920967161,-1.2833704854309778,-0.7073075006949875,1.2362662517218317,1.7295506646320324,1,False,True,False
-0.8514389920967161,-1.2833704854309778,0.26257499735007367,-0.44941362039042587,-1.6956470811542024,0,False,True,False
-0.8014501710955876,-1.215967666672656,-0.39516140937014016,0.3833925069031298,-1.6642232486240534,0,False,False,True
-0.7514613500944305,-1.1485648479142962,-0.5512344550325639,0.3633248893779843,-1.6170874998288298,0,False,False,True
-0.7514613500944305,-1.0811620291559747,1.0819584870777976,-1.4026254528348572,-1.5699517510336065,0,False,True,False
-0.8014501710955876,-1.215967666672656,0.40749996832232416,-0.7403940745050416,-1.5385279185034575,0,True,False,False
-0.8014501710955876,-1.1485648479142962,-0.45090178282100574,0.2930882280399733,-1.4599683371780852,0,True,False,False
-0.8014501710955876,-1.1485648479142962,-0.5902527164481698,2.239647127979128,-1.3814087558527128,1,False,True,False
-0.8014501710955876,-1.1485648479142962,-1.2312670111331239,1.9185652475767936,-1.3499849233225638,0,False,True,False
-0.8014501710955876,-1.215967666672656,0.39635189363215106,-0.49958266420329067,-1.318561090792415,0,False,False,True
-0.9014278130978732,-1.2833704854309778,-0.4286056334406595,1.0857591202832373,-1.2714253419971915,0,False,True,False
-0.9514166340990018,-1.3507733041893375,2.1465996199893307,-1.9243835084886514,-1.2400015094670427,0,False,False,True
-0.9014278130978732,-1.3507733041893375,0.29044518407550646,-0.6300221781167389,-1.1928657606718192,0,False,False,True
-0.9014278130978732,-1.2833704854309778,-1.2981554592741626,1.8382947774762095,-1.1457300118765958,0,False,True,False
-0.9014278130978732,-1.2833704854309778,-0.8745286210475842,0.3532910806154112,-1.1143061793464468,0,False,True,False
-0.9014278130978732,-1.2833704854309778,0.44094419239284355,-0.5296840904910092,-1.0828823468162978,0,False,True,False
-0.9014278130978732,-1.215967666672656,2.50333801007487,-1.8641806559132137,-1.051458514286149,0,False,True,False
-0.9014278130978732,-1.215967666672656,-0.5735306044129101,1.0255562677078,-1.020034681756,0,False,True,False
-0.9014278130978732,-1.1485648479142962,-1.3093035339643357,0.9854210326575077,-0.988610849225851,0,False,True,False
-0.9014278130978732,-1.1485648479142962,-0.3561431479545343,0.9954548414200808,-0.957187016695702,0,False,True,False
-0.9014278130978732,-1.1485648479142962,1.5891958854806745,-1.5832340105611706,-0.925763184165553,0,True,False,False
-0.9514166340990018,-1.215967666672656,-1.0974901148510465,0.8148462836937677,-0.8472036028401807,0,False,False,True
-0.9514166340990018,-1.215967666672656,-0.3004027745036687,0.07234443526336852,-0.8000678540449573,0,False,True,False
-0.9014278130978732,-1.215967666672656,0.7140720223020848,-0.9410702497565009,-0.7686440215148084,0,False,True,False
-0.9014278130978732,-1.215967666672656,-0.5177902309620446,-0.17850078380095555,-0.7372201889846595,0,False,True,False
-0.9514166340990018,-1.1485648479142962,-1.3260256459995954,1.6075171759370317,-0.7057963564545104,0,False,True,False
-0.9014278130978732,-1.0811620291559747,-0.8912507330828439,0.3131558455651195,-0.6743725239243615,0,False,True,False
-0.8514389920967161,-1.0137592103976147,0.3740557442518048,-0.640055986879312,-0.6429486913942126,0,False,True,False
-0.8514389920967161,-1.0811620291559747,0.000595242131005436,0.3432572718528381,-0.6115248588640636,0,False,False,True
-0.9014278130978732,-1.0811620291559747,-0.34499507326436113,0.9954548414200808,-0.5643891100688402,0,False,True,False
-0.9014278130978732,-1.0811620291559747,0.7084979849569982,-0.5397178992535823,-0.5329652775386913,0,False,True,False
-0.9014278130978732,-1.0811620291559747,-0.7853440235261993,1.1860972079089669,-0.5015414450085424,0,True,False,False
-0.9014278130978732,-1.0811620291559747,0.775386433098037,-0.5397178992535823,-0.42298186368317,0,True,False,False
-0.9014278130978732,-1.0137592103976147,6.349423778184595,-2.9377981935085207,-0.34442228235779765,1,False,False,True
-0.8514389920967161,-1.0137592103976147,-0.4787719695464385,0.2930882280399733,-0.29728653356257423,0,False,True,False
-0.8514389920967161,-0.9463563916392547,-0.5958267537932563,0.9553196063697891,-0.26586270103242526,0,True,False,False
-0.8014501710955876,-0.9463563916392547,-0.06629320601003326,0.09241205278851403,-0.1873031197070529,0,False,False,True
-0.8014501710955876,-0.8789535728809331,0.2737230720402468,-0.49958266420329067,-0.1401673709118295,0,False,True,False
-0.8014501710955876,-0.9463563916392547,-0.5902527164481698,0.7145081960680381,-0.10874353838168058,0,False,True,False
-0.8014501710955876,-0.9463563916392547,0.3907778562870645,-0.49958266420329067,-0.07731970585153163,0,False,True,False
-0.8514389920967161,-1.0137592103976147,0.20126058655412152,0.12251347907623333,-0.04589587332138269,0,False,True,False
-0.8014501710955876,-1.0137592103976147,0.5412768646044016,-0.42934600286527963,-0.01447204079123374,0,False,False,True
-0.8014501710955876,-1.0137592103976147,-0.2725325877782359,-0.20860221008867488,0.03266370800398967,0,False,True,False
-0.8014501710955876,-1.0137592103976147,1.1265507858384902,-0.7203264569798961,0.06408754053413862,0,False,True,False
-0.7514613500944305,-0.9463563916392547,-1.0863420401608734,1.3065029130598427,0.09551137306428756,0,False,False,True
-0.7514613500944305,-0.8789535728809331,0.3907778562870645,-0.46948123791557206,0.14264712185951098,0,False,True,False
-0.8014501710955876,-0.8789535728809331,-0.6571411645892085,2.079106187777961,0.17407095438965992,1,False,False,True
-0.8014501710955876,-0.9463563916392547,0.29044518407550646,-0.32900791523955,0.22120670318488334,0,False,True,False
-0.8014501710955876,-0.9463563916392547,-0.34499507326436113,0.403460124428276,0.2526305357150323,0,False,True,False
-0.8014501710955876,-0.8789535728809331,-0.08858935539037949,-0.3892107678149879,0.2840543682451812,0,False,True,False
-0.7514613500944305,-0.8789535728809331,0.20126058655412152,-0.6099545605915934,0.3154782007753302,0,False,True,False
-0.8014501710955876,-0.8789535728809331,-1.0863420401608734,1.2964691042972696,0.3469020333054791,0,True,False,False
-0.8014501710955876,-0.8789535728809331,-0.8522324716672379,0.49376440329143256,0.42546161463085147,0,False,True,False
-0.8514389920967161,-0.9463563916392547,0.27929710938533336,-0.28887268018925827,0.45688544716100044,0,False,False,True
-0.8514389920967161,-0.9463563916392547,0.05076157823678446,0.0322092002130761,0.5040211959562239,0,False,True,False
-0.8514389920967161,-0.9463563916392547,-0.22236625167245688,-0.16846697503838318,0.5354450284863728,0,False,True,False
-0.8514389920967161,-1.0137592103976147,0.6973499102668251,-0.8407321621307712,0.5668688610165217,0,False,True,False
-0.8514389920967161,-0.9463563916392547,-0.512216193616958,-0.18853459256352867,0.5982926935466707,0,False,True,False
-0.8514389920967161,-1.0137592103976147,-0.5846786791030832,0.6242039172048816,0.6297165260768196,0,False,False,True
-0.8514389920967161,-1.0137592103976147,-0.6850113513146413,1.276401486772124,0.676852274872043,0,False,True,False
-0.8014501710955876,-1.0137592103976147,1.6059179975159341,-1.5732002017985975,0.7082761074021919,0,True,False,False
-0.8014501710955876,-0.9463563916392547,-1.3093035339643357,0.5037982120540057,0.7868356887275643,0,False,True,False
-0.8014501710955876,-0.9463563916392547,0.16781636248360216,-0.5597855167787286,0.8182595212577133,0,False,True,False
-0.8514389920967161,-0.9463563916392547,0.2514269226599006,-1.0715097636699493,0.8496833537878622,0,False,True,False
-0.8514389920967161,-1.0137592103976147,-0.9860093679493154,1.386773383160426,0.8811071863180111,0,False,True,False
-0.8514389920967161,-1.0811620291559747,-1.1699526003371719,0.9252181800820705,0.9125310188481601,0,False,True,False
-0.8514389920967161,-1.0137592103976147,0.000595242131005436,-0.3892107678149879,0.943954851378309,0,False,True,False
-0.8514389920967161,-1.0137592103976147,0.5022586031887957,-0.28887268018925827,0.9753786839084579,0,False,False,True
-0.8514389920967161,-1.0137592103976147,-0.004978795214081122,-0.7805293095553333,1.0225144327036813,0,False,True,False
-0.8514389920967161,-0.9463563916392547,0.17339039982868873,-0.5196502817284369,1.0539382652338303,0,False,True,False
-0.8514389920967161,-1.0811620291559747,-0.7296036500753337,0.3131558455651195,1.085362097763979,0,False,True,False
-0.9014278130978732,-1.0811620291559747,-0.6404190525539488,0.7646772398809029,1.116785930294128,0,False,True,False
-0.9014278130978732,-1.0811620291559747,-0.14990376618633164,-0.5096164729658638,1.1482097628242771,0,False,True,False
-0.9014278130978732,-1.0811620291559747,-0.3394210359192746,0.2930882280399733,1.179633595354426,0,False,True,False
-0.9514166340990018,-1.1485648479142962,0.7865345077882101,-0.6300221781167389,1.211057427884575,0,False,False,True
-0.9514166340990018,-1.1485648479142962,-0.24466240105280312,-0.12833173998809075,1.2581931766797982,0,False,True,False
-1.001405455100159,-1.2833704854309778,0.0730577276171307,-0.3390417240021231,1.2896170092099473,0,False,False,True
-1.051394276101316,-1.2833704854309778,-0.8132142102516321,1.0355900764703725,1.3367527580051708,0,False,True,False
-1.001405455100159,-1.215967666672656,0.4019259309772376,-0.9410702497565009,1.3681765905353196,0,False,True,False
-1.001405455100159,-1.2833704854309778,-1.1142122268863062,1.1660295903838214,1.3996004230654686,0,False,False,True
-1.001405455100159,-1.2833704854309778,1.3272161302616063,-1.5732002017985975,1.446736171860692,0,False,True,False
-1.001405455100159,-1.215967666672656,-1.0640458907805272,1.8884638212890743,1.478160004390841,1,False,True,False
-1.001405455100159,-1.215967666672656,-0.5400863803423908,0.41349393319084915,1.50958383692099,0,False,True,False
-1.001405455100159,-1.215967666672656,-0.802066135561459,0.9151843713194974,1.5410076694511388,0,False,False,True
-1.051394276101316,-1.2833704854309778,0.4911105284986225,-0.8607997796559175,1.5881434182463623,0,False,False,True
-1.051394276101316,-1.2833704854309778,0.2570009600049871,-0.6500897956418851,1.6352791670415856,0,False,True,False
